"Guid","AccountId","Comments","Description","IsEscalated","Origin","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedEmail","SuppliedName","SuppliedPhone","Type"
320d150c-099b-4d65-9b5b-383bc8495a66,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A",Electrical
32197f50-94f7-4710-9df4-a5f97bae7f49,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
3237f475-72e9-41da-88af-920872cf94ab,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
32e35307-c027-44b3-a490-b717006b31ed,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
32e5f966-b617-46cf-9fb9-46529c0ef618,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
32ec4c9c-5bed-4bfa-94e5-95d9d30f1297,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A",Other
3340665d-4bf6-4d7c-8b1c-514e5d766ccd,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A",Other
335b127f-bd96-4db4-b87d-657efecae36b,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A",Mechanical
3392d4c9-f0de-4560-b8a7-2745c72db5ce,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
33a4ebfb-9b0f-4955-8b60-b48dfc060b9a,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A",Mechanical
341458e5-f0a4-4b19-80d8-9ac1d89ff2bc,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,"#N/A",Escalated,Sample Case: Our Widgets have not been delivered.,"#N/A","#N/A","#N/A","#N/A","#N/A"
349cbf3f-dae0-4983-a3e3-06dfb12d26a0,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A",Electronic
34b53edb-9252-4fec-bac9-131d13fdc47d,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A",Structural
34f67b24-c546-4198-afc1-6e0381bc615a,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
3521ae82-fc09-486d-a025-da55822ed261,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A",Other
35c6af22-7b72-4fb9-a35f-d79f5c3cfe5f,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
367319f2-b5a0-48f4-bbac-54c91cb80dc8,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A",Structural
36bef3ae-49c4-4730-b67f-cdb5c9dea9f9,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
378e72a6-c50e-47f0-b3e2-e9aa903d6586,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
3875e399-77ae-4dcd-86f1-2acdc8e05964,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A",Other
391e323a-0d34-42ce-a1ea-7c8c0df4495c,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A",Electrical
39c31673-3747-4e41-b0b2-751e5a3ba243,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
39f62b4f-e841-47f7-9a4e-905dd31abe33,"#N/A","#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A",Structural
3ac3ca7b-b2cc-487b-b78e-bf7c616dee66,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A",Mechanical
3ade7c2a-4e0b-46a2-b169-c17e0a84befd,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
3b0f7c79-c5ba-4cfc-82c8-3771f21b6f82,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
3b247995-28c0-455a-96c8-2d8634590408,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A",Electrical
3bc4ec65-3952-4b3e-ad7c-3b70844cf859,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A",Mechanical
3be1459c-dc07-4ffc-bb46-e5c1eb6d7b7b,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
3c2a4ad2-256b-4ef7-a76c-f47251bd7c22,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
3c4b9af7-bff8-4eb9-961b-a00854cefd13,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
3caf530b-2066-4c0c-90fa-7d50863c8a3b,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
3ce1270d-15f0-4089-998c-91c42a64981a,"#N/A","#N/A","#N/A",false,Web,"#N/A",High,Equipment Design,Closed,Structural failure of generator base,"#N/A","#N/A","#N/A","#N/A",Structural
3ce76f30-02e1-468c-a133-e63650058424,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
3cee7cf4-2ba6-4a3f-b54b-c25af22b4053,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
3df29bd2-06f4-43ba-8d83-5944a3bf952a,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
3e0d5c55-4f0d-4198-a021-9319d37378a3,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A",Other
3e19b97f-3533-42e7-bec1-534c7cf4602c,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
3e6dfdc2-8072-4211-bdd8-3814d5687fb1,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,"#N/A",Escalated,Sample Case: Our Widgets have not been delivered.,"#N/A","#N/A","#N/A","#N/A","#N/A"
3f210b0f-a8b1-4c75-baf3-59aa75b0d9f7,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Generator GC3060 platform structure is weakening,"#N/A","#N/A","#N/A","#N/A",Structural
3f267dee-e273-49df-a7df-c4257002561a,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
3f68990c-2f95-4054-86f9-57aec4b4f134,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
40362636-8772-4f79-9bcd-5d902c3baae3,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
407fd418-2064-4018-afa5-cf88e3044359,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
40ce28c5-e843-4fca-bc33-9a97ae0430c1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
42251521-4164-4bed-9f7d-348fc90e744e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A",Other
429fcc2a-fcb8-4721-bc85-2e8df19ae0d7,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
42c7967b-bda2-4600-8f33-e5d48612809e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A",Mechanical
4324fe27-0300-4a15-bf1b-9f49c254f117,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A",Electrical
43761f65-7a07-4178-864b-051d0f6a3611,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
43fee9a2-73ee-4520-8f6b-917b0841e7d5,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A",Electrical
44a5582d-27e6-413b-8c79-00287bec519b,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
44ba85d5-df27-4128-8fb1-6816cccdea26,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
44eb2542-4920-407b-870a-9becbed22758,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A",Electrical
45c93ce3-f085-4f39-9839-09bbf8361ea0,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
45d9f1bb-e9b8-46da-b733-c432a14a8f7d,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
46417643-5411-47ca-8052-b163f0960f65,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
46451f1b-b762-47fa-8769-f976ad196ea9,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
46568653-ebb7-4d1b-8d00-e2ce5e6ddd65,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
4898f323-0d25-442a-9778-fc9c0e04a092,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
49884a23-0611-4ad1-be58-9b87ff094456,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Complexity,Closed,Shutting down of generator,"#N/A","#N/A","#N/A","#N/A",Mechanical
4a0382c7-f4aa-4223-914c-f516ebdb41d1,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
4a130217-0aa2-4d90-932a-6af1ce5624f1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
4a147dac-2b58-4aa8-9c77-9439f6ac5286,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
4a1d89d6-fbd0-4ef7-9589-2965f1426088,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
4a81e5cf-3ddb-46d6-a79b-aed6f11a5702,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A",Mechanical
4a84a6a3-8cf7-43e9-9c9d-6a275a5fcf84,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A",Electronic
4b364ab9-59df-4211-b4e6-fa515f5a878e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
4b9054c5-5bd9-4d76-9008-eaf45c42b911,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A",Electrical
4bab206d-284f-4ff0-b6e2-be9e6f7e81cc,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
4cc3f278-075d-400b-8180-8aa84066eb90,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
4cdbd851-d11a-4ad8-94a9-c7699fd10383,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A",Electronic
4dd22b0a-8cb9-43cd-8492-b32453d2d15c,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Instructions not clear,New,Sample Case 2: The widgets we received are the wrong size.,"#N/A","#N/A","#N/A","#N/A","#N/A"
4dee3f40-74e6-477c-aea7-faee91a42ec7,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Equipment Design,New,Design issue with mechanical rotor,"#N/A","#N/A","#N/A","#N/A",Mechanical
4e4de06c-a1fd-409b-a1c7-1225c4ef8421,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
4e5133cf-5e61-4fc0-a6fe-2580be78f4c4,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
4ea36473-1c98-4361-bea8-aed96b92382c,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Complexity,Closed,Cannot start generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
4eaae024-a96b-43fe-9e52-b85e7c532865,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
4f038d87-69df-42e5-9d50-a355b980b688,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A",Other
4f353b07-77c7-4251-a01b-0a3d012b4458,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
4fbefddc-6d9f-4438-badf-eadd62f1949c,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,"#N/A",On Hold,Sample Case 3: Cannot track our order.,"#N/A","#N/A","#N/A","#N/A","#N/A"
4fe2097c-cf57-4378-a1ce-24625daa1f7f,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
5001eb1e-50cc-4aa9-a396-a2d0a14ca4fe,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A",Electronic
50789216-16c8-4794-8c55-d2865b3bd78e,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
5112d2ad-bdf9-402a-a3de-91496380e683,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
5215a90e-5ad8-446e-867b-aa165958d1bf,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
5233d09a-8dd0-428d-b779-f678c0b7da0f,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
524a322f-c9b5-4307-9581-05d4f8c4a556,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
525f82d9-bf5e-4a62-b376-2c6a9bff076d,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A",Other
5268c98a-5384-4c60-83aa-2951daec5e1d,"#N/A","#N/A","#N/A",false,Email,"#N/A",Medium,"#N/A",New,This Sample test tested verified,"#N/A","#N/A","#N/A","#N/A","#N/A"
52d29798-c85f-4691-90ae-30c782152139,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,"#N/A",New,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
52dc5df6-ecce-43a1-8d04-8649691c9b37,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A",Electrical
52e5bdbb-72ea-4728-9352-afbcdef2cf6e,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
53269da3-4cf3-41d2-9b45-fb6028d8649f,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
533f19a2-fb56-4d39-b837-c315f3f50d61,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
53e57abf-24bd-408e-8327-2721cea5b7a1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A",Mechanical
53ebbc60-066f-4922-9953-26e392f1ec4f,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Equipment Complexity,Closed,Starting generator after electrical failure,"#N/A","#N/A","#N/A","#N/A",Electrical
541a07f7-04c1-4729-9111-970e9081a410,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
546753b7-29ba-46d7-900d-f41e82451f1f,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
547c28b7-5444-42f3-8169-1900be54d416,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
54fd6778-f960-4451-9def-7e7a3f1ce9d0,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
5538c720-a8c3-4eb9-adde-18b07e19f2fa,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A",Other
55700334-fb6e-4656-af5d-bb3854a6c8d1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
55951c46-c0c9-4e96-b750-7ea786227f55,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A",Other
56141f23-dcd2-4d67-abfc-deb4cb283214,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Electrical circuit malfunctioning,"#N/A","#N/A","#N/A","#N/A",Electrical
562f9fb8-669f-4c0c-89e8-0efe73f0edfd,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Starting up generator consumes excessive power,"#N/A","#N/A","#N/A","#N/A",Other
5670f5ee-1838-445d-ac25-9a365daffcaa,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Customer service for portable generators needs beefing up,"#N/A","#N/A","#N/A","#N/A",Other
56f0be32-bbd5-4cf9-9f08-ebc8b0b4a86c,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
5760e147-45dd-423c-ac6d-afc74de46d2e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
576db2b8-51c8-428b-8090-de0dada8efcb,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Equipment Design,Closed,Electronic panel fitting loose,"#N/A","#N/A","#N/A","#N/A",Electronic
577dc4be-64f2-4c12-97df-cd85957faa9e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Repeated motor breakdown while shutting off,"#N/A","#N/A","#N/A","#N/A",Electrical
57d1d30a-efa5-436f-a316-59e044a1de5e,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,New,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
57d8cf9e-14f5-418f-a777-5e20c3d888c1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,Closed,Easy installation process,"#N/A","#N/A","#N/A","#N/A",Other
5808a33b-a31e-4aba-91db-1017b76d8ddf,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Breakdown,Closed,Structural breakdown of rotor assembly,"#N/A","#N/A","#N/A","#N/A",Structural
582b6fc7-b1e4-4aad-ad73-28010407959f,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
5857d643-5704-402f-b17e-6af7681647ba,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A",Electrical
585c9959-52fa-47b3-ad67-c5cd49695df7,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Other,Closed,Electric surge damaging adjacent equipment,"#N/A","#N/A","#N/A","#N/A",Electrical
58bfdb54-f989-4358-bcd2-a70ce8509798,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Performance,Closed,Signal panel on GC5060 blinks intermittently,"#N/A","#N/A","#N/A","#N/A",Electronic
59015d59-6066-4e4c-8fd8-061aa104b046,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Performance,Closed,Performance inadequate for second consecutive week,"#N/A","#N/A","#N/A","#N/A",Electrical
5a06805f-894a-4f27-ba70-15b591126c5f,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Feedback,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
5a27399c-cfb7-461a-bba6-d891d916d27e,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Equipment Design,Closed,Motor design hindering performance,"#N/A","#N/A","#N/A","#N/A",Electrical
5a8143dc-4d85-43bf-998a-94ec482bff77,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Mechanical maintenance guidelines for generator misleading,"#N/A","#N/A","#N/A","#N/A",Mechanical
5b0204e2-b234-4230-83e9-b0217d7403ce,"#N/A","#N/A","#N/A",false,Web,"#N/A",Medium,Breakdown,Closed,Frequent mechanical breakdown,"#N/A","#N/A","#N/A","#N/A",Mechanical
5b19bd56-fca8-4dc2-ac8c-32b4b77e4de8,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
5ba521fc-7b8d-4110-842a-a99a17837373,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
5bc61776-67ad-4e4d-8e40-6a9796429748,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Other,Closed,Maintenance guidelines for generator unclear,"#N/A","#N/A","#N/A","#N/A",Other
5c2d8291-781c-46a3-8869-b97f87b005ab,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Low,Feedback,Closed,Generator assembly instructions unclear,"#N/A","#N/A","#N/A","#N/A",Other
5ccecda2-3b18-410e-892d-dd0bfa72ccbe,"#N/A","#N/A","#N/A",false,Phone,"#N/A",Medium,Performance,Closed,Power generation below stated level,"#N/A","#N/A","#N/A","#N/A",Electrical
5d4e2cc6-1961-426d-b33a-214c998609f1,"#N/A","#N/A","#N/A",false,Web,"#N/A",Low,Installation,New,Seeking guidance on electrical wiring installation for GC5060,"#N/A","#N/A","#N/A","#N/A",Electrical
5d7ab6f6-2914-4c61-8fa3-559270c8b060,"#N/A","#N/A","#N/A",false,Phone,"#N/A",High,Installation,Closed,Delay in installation; spare parts unavailable,"#N/A","#N/A","#N/A","#N/A",Other
